# Segments csv created Sun Mar  5 10:54:31 2017,,
# num_ytids=22160, num_segs=22160, num_unique_labels=527
YTID,start_seconds,end_seconds
1JSuYfnweOg,60,70
1JbzuVEv3Sw,60,70
1JmYeNQ1jEI,20,30
1JqNiV03kog,30,40
1JrX-h4KTOI,40,50
1JwoLPCIGhs,30,40
1K1rV9kFs6I,30,40
1KN3GrwhY8c,420,430
1KUTHIZSYRM,480,490
1KjKucI0964,30,40
1KtITWt8BTI,11,21
1LA64TXatWk,30,40
1LFAU_QD9Ec,0,10
1LHxY6b9JAU,200,210
1LRWNVhLjyk,0,7
1LqxWWqSQe4,30,40
1LtwP9mSSJU,80,90
1M-zH_FQDdM,30,40
1MF9_29YUZU,10,20
1MRuBWZEsS4,390,400
1MrNSdFGxtE,130,140
1Ms9GajaUQ4,30,40
1MvzeSDi10M,130,140
1N-nwumcrgw,60,70
1NBfq3jtaC8,30,40
1NEybsmFECg,30,40
1NNtU2-t_OA,28,38
1NQWDv3XSWE,30,40
1NYANpd5Grs,160,170
1N_t-hPKYHM,30,40
1Nc8a9gnDso,90,100
1O4LpU7HggY,30,40
1O7poxGGFws,110,120
1OHxLcGzhv0,30,40
1OIfQHKnAcw,20,30
1OJ3grdpoD0,160,170
1OJGboLx4KI,30,40
1OM5619KGEI,0,10
1ObHezZoZ1I,210,220
1ObaLGDunXY,50,60
1Omt64u061M,30,40
1Oy7Yha8LOg,30,40
1PGYERDDVTo,10,20
1PK0s_W9hkM,0,10
1PM96hV5XMo,30,40
1PNIehOh7Sw,30,40
1PQCymDynPs,240,250
1PS6X_Kg3-M,170,180
1PXdsHgpRgA,30,40
1PajbAKd8Kg,0,10
1PbHXMJJ-dY,30,40
1Pe-XrXSg64,80,90
1PeBvAdub4w,370,380
1PxKjFulkLs,30,40
1Q7aLH4z8Bs,40,50
1QFli7KSXAQ,30,40
1QN_iWjfMOc,450,460
1QSD-dzEv7Y,40,50
1Qju138etmc,30,40
1QrqkC1mt94,0,10
1RRGInmOhTQ,250,260
1RVYmY1EFFI,30,40
1Rd1w7Ty1ak,160,170
1SF8aPE89dM,30,40
1SO5RJLWKAs,30,40
1SRr6IhJV_A,100,110
1SS3-D-Aqr4,30,40
1SlgQmZlEZA,30,40
1SlyRu7fIzk,330,340
1T5zVWMT3dM,440,450
1T6RmWWux7g,30,40
1T9Uh6OHmuU,30,40
1TB3-XSom_A,30,40
1TGd0asihZw,260,270
1TOi-OoaT8I,90,100
1TVvMsrlWq8,30,40
1ToIyrmWFjw,20,30
1TpuuM-CRfE,100,110
1U7l0iDgxJ0,30,40
1UPlYnBFrI0,370,380
1UUgZFviPSo,50,60
1UavDC8gpEg,30,40
1Ul-LlPhELw,220,230
1UszJJe0GmY,30,40
1V6XB6jcz7c,20,30
1VCWRcg51gs,30,40
1VKSpjXZvKo,150,160
1W0qnjiRqiI,160,170
1W2Cz2Jj76Q,30,40
1WFBllfIMPA,0,2
1WFLYqsLvv0,0,10
1WH7igEonVI,30,40
1WO7rcx4MgY,30,40
1WwhvBedzOg,220,230
1X6tPB4aoE0,440,450
1XAFadL2YW4,30,40
1XF4g0JOcoI,30,40
1XKKLkqdZ34,30,40
1XgdKTfy1Pw,0,10
1Xm4os2ugaA,210,220
1XnU-eIbupI,180,190
1Xzqp1_g7s4,60,70
1YP9IHRngcE,30,40
1YPYQP6yupA,30,40
1Yb6ydbo0cg,15,25
1YnpzFCnNpw,0,8
1YwsFFOZ1bY,10,20
1Z19W2GRX2s,70,80
1ZJw7duvf1g,30,40
1ZKP87P82CY,10,20
1ZekxAeKfPc,0,10
1Ziku4FLka4,30,40
1ZkHnqQt9KI,320,330
1Zr6S42P81k,470,480
1_25socxrqg,30,40
1_CJYwtUVaI,20,30
1_DouJRW3PM,30,40
1_Gp67gXOK0,30,40
1_JunAtzHms,270,280
1_K3G1EcYLw,80,90
1_PQvsAw110,70,80
1_U3ijFPbIE,110,120
1_YHHL_t2GI,150,160
1_cwgiVIRJw,30,40
1_dN8IWAC8s,30,40
1_iz3BvTJug,30,40
1_nOAVumWY4,0,10
1_nuUnmjqLg,30,40
1a6-xAO5Dik,30,40
1a6ziKisD4Q,30,40
1aEh44p0EqY,30,40
1aLTEOXlRzU,550,560
1aNc3AkgJNU,15,25
1aVhpF7Sm8o,0,10
1aavDifdIAk,30,40
1aiMcQqOIO4,120,130
1alQZjvWr38,30,40
1aulP-srFAI,50,60
1bOukvpECmU,30,40
1bet-VrOUlM,320,330
1blEjTegTzY,30,40
1bsXgn_25VQ,30,40
1c5rSQsqmBE,0,10
1c7NBk1x3y0,30,40
1c8yp4_Fji8,30,40
1cFHCB6bR8I,40,50
1cS0oGvV5PY,28,38
1caCiNiUErA,440,450
1cew7dAbDh0,320,330
1cjduhFyTkA,30,40
1d-J3Tl_cnQ,30,40
1d0fsHq1qks,160,170
1d3biTBKtFs,30,40
1dUdXkgyO9k,30,40
1da8Qc9hXSw,30,40
1dbc9QhGz7E,30,40
1deAcOaQ5xg,10,20
1dgOAeF8aPg,30,40
1dr8P7o36lY,210,220
1e-Q2auhuWM,30,40
1e-TMhmrgwQ,210,220
1e3_ucOz0Ik,20,30
1eI2-vhs0YY,21,31
1eQSkR2w0R8,380,390
1eW-T6vtO7k,100,110
1ecvyHKH9TI,30,40
1eevpRge3Fo,10,20
1ef2v0i7w0w,21,31
1ei2Ha64te4,40,50
1ej-NI9vgkk,80,90
1ejb5TtkhY8,120,130
1et9yT2BYD0,30,40
1f6pK2x8T1s,30,40
1f7lBXwf2rk,100,110
1fGqrFRMknY,30,40
1fJNudB6faA,30,40
1fP9nwukYk4,0,10
1faN_f9Kj8Y,30,40
1fiXcqnViz0,200,210
1fjITP_5GKc,30,40
1gfkQ8bmN1Q,30,40
1gqVlwoOqs4,390,400
1gr_BhwBB6o,30,40
1h2sb2xeCt8,30,40
1hJB8Fg5UKI,3,13
1hcgKZd-sGI,370,380
1hizec7Ei2Y,10,20
1iHxGeL7LHI,100,110
1iNjldnNSPY,30,40
1i_gKILNaaA,30,40
1ibhjYxaEvM,18,28
1j3pXUr8R4M,40,50
1jATjKL2vAE,10,20
1jFv0UaO-Gw,30,40
1jN5jpG9ZQM,0,9
1jW3uOGX5iI,30,40
1jc3YPwYfC4,220,230
1joJGX7Axl4,70,80
1jokDJHu4_s,40,50
1jptuEjuTig,30,40
1jt_1KCfp5Y,30,40
1jyBARHxmlc,160,170
1jyM3quZ0h0,70,80
1k6n2UDth5A,0,6
1kAllg1w92I,12,22
1kYDbl5Y9Sg,490,500
1kfvRJEsf9g,30,40
1kjnqM-ptrk,110,120
1kodCcFED6E,50,60
1kplUdxiw3s,240,250
1l37vMB7dic,190,200
1l7BjFDQLUM,90,100
1lBAPeMA7-o,30,40
1lBl4WXrFxE,30,40
1lF4g89LKmc,0,10
1lSn0xFQLmQ,140,150
1ls3ectO1F4,30,40
1lu0itJYSDQ,30,40
1mB_cboJR8s,130,140
1mOxqUT_AKc,30,40
1mg3lx0NDS0,490,500
1mm09kC1HW0,30,40
1mtro6Jnz3c,30,40
1n10YoQuAvw,140,150
1nF0Pv-VBSc,580,590
1nJLw8YfC0c,380,390
1nTNW_uwS7I,310,320
1nYZnNEKI6o,70,80
1nZfKi2bxjg,210,220
1o6y6ssTCgU,170,180
1o7iTDLNTFk,30,40
1oCHQamtZNU,460,470
1oY0kFtKu20,470,480
1oe-NKUOwZw,30,40
1p2-GaPCoI4,0,10
1p6h5X_LN_A,160,170
1pBzNOKwwq4,30,40
1pJkb87_m_0,30,40
1pMz89qOq60,0,10
1prbCxM95Ow,30,40
1puLrugy32w,40,50
1qABIRAKQoM,10,20
1qAvaKlkJis,30,40
1qBjFpRa0LA,40,50
1qLTTdpHEhA,7,17
1qQM4y2o8bo,460,470
1qkEfu4rqsk,30,40
1rIGVjzpPmU,0,3
1rQt2kGpe8E,120,130
1rufRTZ2XJA,70,80
1t-9etLIimU,30,40
1t3Cpx7HYf4,0,10
1tWHY-_ZqpM,30,40
1t_5NMmgrFw,60,70
1tt5hIKEBYo,21,31
1uNaFYVRGjg,210,220
1u_4DIMsWGo,130,140
1u_aTrPYpDY,30,40
1v0_2ehoTh4,30,40
1vKYSmkBYS8,370,380
1vVpZDcRPsc,390,400
1wAF_X9_7h0,10,20
1wOoCSwNHwM,50,60
1wXZEzLFXCY,0,10
1waVSu4adDM,30,40
1wqkBBMHJA8,230,240
1xEFTFnRmLw,90,100
1xRoPmw1yCY,160,170
1xSRINDO6FA,410,420
1xSfcrNdfEc,30,40
1xTvYIgPwm4,26,36
1xa_I50b_bM,30,40
1xhwyUVSRQk,170,180
1y1lEOGBcWM,130,140
1y7lQSNaMjw,60,70
1yAH7Gkp50E,270,280
1yHJDtjtSCo,24,34
1yRMYH8cSFM,190,200
1yXcv70FOz0,180,190
1ya5YEWkTG0,490,500
1ypKEH2kd7g,30,40
1ypKPVja6Mc,30,40
1yvt9HJIVu4,30,40
1zF2W8JxFK4,570,580
1zFcAqNQBZY,30,40
1znX58PCUmc,10,20
1zoqi-E5vFY,50,60
2-0D1rsm93U,0,8
2-1wY_Ndtgw,10,20
2-APL9g4ito,140,150
2-K-7T8ZIWA,20,30
2-RBVkZKJ54,50,60
2-dg-PYfz2U,110,120
2-uMMdsFEWM,30,40
2-wbou8tdYE,260,270
20-Dx1ezHy0,30,40
207DZ-rawjI,26,36
207W0v5c-Ns,30,40
20CeP51xlBs,10,20
20Ll1QtjCjs,30,40
20PVszdZws8,30,40
20QZS9L5WeA,70,80
20UvhTgS-x8,0,10
20eBcFsFL0w,30,40
20j-o06dp0g,30,40
20lc3fwbLks,220,230
20zrQVQtQ2Q,30,40
219lERSaNno,30,40
21L0pyts9WI,530,540
21MgIcLN8Ow,30,40
21VWE7_o_0k,60,70
21ZXw4B2-5M,30,40
21hoAaR-W_c,160,170
21t4gB5IhFs,18,28
223JAnawpMg,30,40
229OPDf-tCQ,40,50
22TORh50_7I,300,310
22hbrVKr5ic,30,40
23AsY6s8jPg,0,9
23JEc_HTpyc,30,40
23UWAHaywwo,20,30
23Yu8RnEv3k,30,40
23otuGifKyU,0,8
23wEmj-EWVI,30,40
240RfDRitx8,220,230
244y56-vLWE,30,40
24F_DOqoZLw,30,40
24NB0Ap7J8g,0,9
24O7Q2AI6vw,10,20
24OPDiqr6VA,0,10
24QxEmxh-tc,20,30
24cmo2fEQo8,60,70
256NgMW4tQw,240,250
259QGi4PNAc,22,32
25Ccp8usBtE,30,40
25TiEJB46Qg,310,320
25uBY_Z_7eM,500,510
266IiZnynyA,30,40
26HLgXWF-Co,30,40
26RMyiWt7Tw,0,4
26UdAM7JC0U,30,40
26iQA6LqoMA,30,40
26owMAFMWJw,0,8
26r32VaJAP8,520,530
26vAxPCeIik,440,450
26yyv3N4adw,30,40
277uoZ9cmB0,260,270
27f-rlFiSho,60,70
27hhv7oJX_Y,0,10
27rCZL5yPU4,22,32
283BYw2f0Qc,30,40
28TFewwamK8,460,470
28_dI7KHIf0,0,10
28oK-ruIvVw,70,80
28pkN4m1x6I,80,90
29-aV8-MiVI,330,340
29KLLDM-b3s,30,40
29si-wDIxSg,210,220
29x5I94EBMQ,0,9
2A-fcVtGqnk,30,40
2ABMFZVQ9jI,570,580
2AeLh_rUavc,320,330
2Aojn4ltkP0,30,40
2BBAUwC1BI4,70,80
2BK1ZmLWSDU,380,390
2BTD4IYcanQ,10,20
2BdYaGuVAKo,30,40
2BdcZFwYkr4,530,540
2Be4jTJVsZ4,30,40
2ByuZ7adYnw,0,10
2BzEcX91rgc,30,40
2C16W11Y4Vo,30,40
2CB3aKePbXM,220,230
2CCoRCKf-wI,280,290
2CCxYT5Zgtc,20,30
2CLOpjpC6VE,24,34
2CMVqo7dIZU,20,30
2Cb9U8poEEI,550,560
2Cj6N6XaTIA,30,40
2Ck7MX5LEck,90,100
2ClQcAd-wJg,30,40
2Cmn2lplGfc,30,40
2Cu_AdrrMks,30,40
2CvioUWZjlo,30,40
2DYxo-rDq8g,9,19
2Dmhiz09n-0,30,40
2DtIskP6SN0,30,40
2E0OsrYbzAI,10,20
2E346_XUqKg,30,40
2EGcB2ZoDbg,15,25
2EVcnKR39PI,30,40
2E_DSIihhms,30,40
2E_cfP2PLUQ,40,50
2F6SxPJUy4k,30,40
2FEhG1UXb_E,370,380
2FGfxOMZoK4,100,110
2FLIm0ckqP8,30,40
2FcwRYfUBLM,50,60
2FjG7F5-RCY,100,110
2FkbTil7Bqk,30,40
2Ft6ij3bRIk,250,260
2GTu8gbWtzw,30,40
2GhnxPuc3jg,0,10
2Gja9wBkz6U,460,470
2Gk0hUFw68M,0,10
2Gu16Qh4EHw,9,19
2HJS8Imn3Bc,30,40
2HXWHXj_zIE,30,40
2HcMDJ_YC1Q,40,50
2HlCRjjDhIA,20,30
2HqRt6o2yis,220,230
2I2IzXnhmtc,120,130
2I6pPRWKsCQ,380,390
2I74FFVzha0,40,50
2I9ToRyfL5k,130,140
2IRvx2GQ39M,0,7
2ISa3HmEvuo,30,40
2IWV8hlUydk,20,30
2IZ_PYg8XRU,0,10
2IbnMcrepUs,30,40
2IghwseoISc,0,10
2IpCIYF0lVU,29,39
2IpapScfsT4,80,90
2IqByx9qq7Q,30,40
2JCmVRVFX-I,300,310
2JEeD3O0NnM,30,40
2JNY2SaMk7s,30,40
2JSprzuZ2GA,170,180
2JxIWjLaSMY,30,40
2K5j6V0vsvM,30,40
2K61zdPjAi8,30,40
2K8O1KQQw54,30,40
2KK9MldzvzE,20,30
2KSST-I4Fj8,30,40
2KgX6IvEVrc,410,420
2KkNk9Ao7G4,150,160
2KwwQHit0-Q,30,40
2LEHVUc9YN0,30,40
2LKvz3E-kiA,30,40
2LSIfeHDMkc,30,40
2LZ0q78OWZE,0,8
2Lam7ljO3Is,11,21
2LnkfTirErI,30,40
2M-CFCo-rkY,30,40
2MGsPzzb4yA,30,40
2MIXPd5lbc4,10,20
2MJblmRWJGo,30,40
2MWzuMAxMlE,0,10
2MZUbxulAI4,310,320
2Mnl9foj-Ok,30,40
2ModUhHZVCU,0,10
2MzK17RaS-k,30,40
2N7y7mV_6-4,140,150
2NQ8xRBaQOs,260,270
2NicfBB6lNw,320,330
2NuMifM0Uio,10,20
2NznKe2WaOc,30,40
2O22edWULCE,20,30
2O4TajdF_Cc,30,40
2OEm9kmVgIc,1,11
2OROEX0O-kw,30,40
2Og-RS5LXno,150,160
2OyaXZ0sFsg,410,420
2P1vG5m_l6s,240,250
2P7aahQlG48,20,30
2PFH3v-i4sE,90,100
2PXcJCAVf38,30,40
2Pq9c0tFt1g,30,40
2PslgOERKqM,180,190
2Q20hVyYjBM,30,40
2QCxV6lFtXI,0,10
2QQX3Wvigg4,30,40
2QcOD8uCu0E,0,10
2QqkmyMQ7zQ,30,40
2Qrkz7YP7IA,30,40
2QrtZ4bJ4h4,20,30
2R6B4xm9LL8,100,110
2R6Z3aNoUO0,30,40
2RG9rOHHYWY,30,40
2RMAeRbMa38,0,10
2RMOegT2Jn8,30,40
2RWHaygDMvs,30,40
2RbcCON6_74,30,40
2RcnwOBIxIk,30,40
2Rm07clDkH0,30,40
2RpOd9MJjyQ,10,20
2SQxfaWAJJg,30,40
2SenLjPbGzU,30,40
2ShO1jZYZeA,30,40
2SiiWMkPHms,230,240
2TKYcBiOWXs,80,90
2TPXZlM7ZbM,350,360
2TUhNRH_cag,30,40
2TW5ZDk8_A0,20,30
2TauJ1KBMdY,30,40
2TdK-YewAuU,0,10
2TlwLo3hGD0,100,110
2TsRyytlQww,70,80
2USN_O7wvks,30,40
2UY_-oF1vqo,30,40
2Ui85-AOLyo,30,40
2UnlMwW8nyI,30,40
2V56kbDXe4o,30,40
2VA6hYWCyzY,340,350
2VApTcm7Enk,480,490
2VJnW7INAOI,60,70
2VMfJymq_lY,30,40
2VPHVxlI3Rs,70,80
2VXL3nbUrpc,40,50
2Vax-Kztwsc,360,370
2VdwCzcA4mk,0,10
2Ve-WpgIknc,30,40
2VqKshkkHLU,90,100
2VvyPr4C-Yk,30,40
2VwH-n3jjL0,10,20
2VwPElc39ts,30,40
2W6YgQeEr8U,0,10
2WAXjQTP1rg,20,30
2WBcwDe-RIE,30,40
2WMF0NV0Hyw,30,40
2WPDeqsxGvI,20,30
2WvKqN2NrEA,90,100
2XC0ckiiuq4,50,60
2XFwH-VGWjU,0,10
2XNaIIjPyxA,60,70
2XP6Q2CXB-w,500,510
2XTTwY8r20I,240,250
2XWvkxl3E6k,21,31
2Xf-IkD0CkQ,30,40
2XlDthXE8bU,30,40
2Xnc637w_VQ,30,40
2Xr8KzAxM_M,30,40
2YK5_y1LzHk,160,170
2YZ4psKel4k,30,40
2YcaJcJeawA,20,30
2YjgcnIKUmc,70,80
2YoFw4RhZT8,50,60
2Yy-PiC089M,30,40
2ZYzviKuq9w,30,40
2Za7ZWHZqs4,30,40
2ZemNvpljok,80,90
2ZfwEg4JaiU,0,10
2ZgiQhdpo70,30,40
2Zho9K3hq1U,60,70
2ZmDUwmq8ew,530,540
2ZrqWkdwVzo,30,40
2ZsfWLLr7l0,30,40
2_7jHXNdC_w,40,50
2_CWM3EFCFc,30,40
2_HZ_m5pBjI,210,220
2_SO0Eaqzqs,40,50
2_itHv9t7Ho,46,56
2_mFg42LlUI,70,80
2a2I3cOHAXc,20,30
2a6tud6C4JQ,50,60
2aCeBLWVL68,0,8
2aDcV6zKmF8,60,70
2aFTPoinCj4,30,40
2aFTuTVFkEw,30,40
2aHguBRQA0s,30,40
2aUWpuKZ-GQ,0,10
2afcJ5ERqGU,0,10
2b0DmhWpxV4,480,490
2bJHHmKq648,30,40
2bR0IRhqpNM,270,280
2bY9o5Blq6s,190,200
2bYj2o7y4rk,140,150
2b_2jvy-qos,20,30
2bcnAoZbptI,0,10
2byI2Geq80k,0,10
2cCS78YFMEc,30,40
2cdwvFefE_g,170,180
2cjUxfgyosk,70,80
2ckEnnHGUmk,14,24
2coibE8jhc8,30,40
2csUSFecAdI,80,90
2ctgUIqyaBk,20,30
2cudXf75lcA,30,40
2cxs73i3l1M,120,130
2dP7Vj-BjPc,120,130
2dTAlTkrHy0,30,40
2dZ2t90Luts,21,31
2dazr-GBSFY,410,420
2dg-FzsutXw,290,300
2dhsSsHXKVk,150,160
2dra9UWfO2g,400,410
2dsY_AHDFc8,0,6
2eAI-g3R7zM,30,40
2eSbUlbLTKw,70,80
2eU9bQCD9aU,110,120
2efDTZwa39s,550,560
2f3KmkB2gac,0,7
2fc_QUbbS-I,470,480
2fmJC4oVkmo,50,60
2fs8yWC0TZA,20,30
2fyeEqtKdwY,30,40
2gEjvKdC33c,390,400
2gZSKHW7TTM,30,40
2gc1L3g1itU,20,30
2gfu32OcLnA,30,40
2gglio4c-HY,470,480
2ghjnEMZI-Y,30,40
2gkoNwdaBm8,370,380
2gvyOxKuQPY,110,120
2gx1koonRlE,100,110
2hBVVym00rc,30,40
2hBkeX3k48M,180,190
2hGKcWv-B-E,30,40
2hKS-hbOvY4,5,15
2hPOvVauGCQ,100,110
2hTPehEuBsQ,220,230
2hgvuYGc95o,80,90
2hknZzpOCFM,330,340
2hyHI8DNWD4,200,210
2iDA-LG2tKE,30,40
2iFgXSXdqLo,30,40
2iJrP2mUmRk,0,10
2i_xXpPIi0w,210,220
2iaedClYc3M,30,40
2j8hxco6pBk,30,40
2jFE-MKRmPw,270,280
2jIxHKpgBys,12,22
2jW4P4mGxo8,0,5
2je_d-3I0OY,60,70
2jraQyyG0qY,10,20
2juN7xQerfw,30,40
2k6Bw9EVz7g,27,37
2k6u_IlnbME,100,110
2kORDnISun4,30,40
2kRcBAZeE4Q,80,90
2kXGRUblg3w,30,40
2kY_ZG78V-g,270,280
2kfHkrqiaKs,30,40
2kfrIsD2ot0,10,20
2koCPhqpzc4,0,8
2lBZ6yPW9WU,360,370
2lXyUsQZ5Bo,10,20
2mAbc1JnXXY,10,20
2mBef9KrCpk,420,430
2mEH2FUWUTg,30,40
2mF3jZwPXSc,30,40
2mJbGx5D-zA,150,160
2mOwAL8_vog,30,40
2mXZfaHadmU,30,40
2mbrbHlsBgk,180,190
2n13-18I_nM,5,15
2nADZL8olrg,460,470
2nS_rk1118M,30,40
2nbyIEmQAaU,400,410
2nd27vVGg8k,110,120
2neeSM0lvbs,30,40
2nsUnuIkzDE,170,180
2o4keWihEsQ,30,40
2oKQdQyXFO0,180,190
2oT1tf8FRoU,260,270
2oZqOPBHCvc,16,26
2odez95jtno,0,10
2p7QjnOHpUI,30,40
2pTnwe3DzCs,150,160
2p_d6vsFKJM,0,10
2paXKFxN1d0,310,320
2pfjZSno0Bg,260,270
2pglzJYM2dU,30,40
2ptmKnkrTVs,30,40
2qJ-efHMACE,30,40
2r65xKhUEsc,100,110
2r8htWut1V8,70,80
2rI9D2T-WZs,30,40
2rJn94itrBo,190,200
2rM5bInx6wY,60,70
2rPN7Ry_Hx8,200,210
2rPv0UjHwR4,100,110
2rcRqeXnsNw,18,28
2rrx6RjILu8,530,540
2s1kkwMhDiM,90,100
2sCd_EwzYgY,100,110
2sGeZHM4MHs,30,40
2sbfNvZgrPI,90,100
2sfABxpVBXU,30,40
2sgD10vYVJc,15,25
2sqHdyT_FUQ,10,20
2t-2M-FoZkQ,0,10
2tFq2xVrceY,250,260
2tfiDS7q4gE,490,500
2tgV8Eaz9-U,370,380
2tgqrxUIozQ,0,10
2tjEckdpSW0,27,37
2tuCtiO7px0,160,170
2tzmsEX6Jf8,40,50
2u0d1D0CFvI,30,40
2uFlFv8pY0I,30,40
2uGl-tXDFGU,430,440
2umjh27MkjU,320,330
2unse6chkMU,30,40
2v0Lmxftv_4,80,90
2vI0wOSSKOw,510,520
2vS5iDz-HaE,30,40
2vdD2N325nc,30,40
2vfXzlEG-Lw,100,110
2vieZNNQQJg,40,50
2vp14zYhSq4,20,30
2w2zPDq5ekE,30,40
2w6tV5kDGWo,240,250
2wGkbHl3IUE,110,120
2wMMdBfAeR0,460,470
2wZCoeq9Ppc,80,90
2wajg-UP-Gs,0,10
2wioYiUbkyM,29,39
2x3-zPubbpA,30,40
2x9735gU01s,30,40
2xATintzaj4,60,70
2xKV_Hz9FVE,30,40
2xcTEoO2PpE,180,190
2xfblPoNjdg,80,90
2xfcPqA3dlU,130,140
2xzSvnP5LHU,10,20
2y1QnNBaxAU,30,40
2y2x_2OaNrI,30,40
2y6m_Q2CE3c,110,120
2y9ikTsTsl0,30,40
2yICyH9gM3k,50,60
2yREGjjpb1w,180,190
2yZrVDiAg_E,310,320
2yncZNc0DwY,30,40
2yvAkx620Vo,250,260
2z1elo4ucis,120,130
2z6bB-_Y44s,0,7
2zVLWnsArHw,30,40
2zcTgyGpens,30,40
2zo5z1I0CeM,150,160
2zpITTJiw7Q,30,40
2zrPFxxT1VM,30,40
2zukaXFwhdA,40,50
2zw8uUauLcc,30,40
2zySE2UJSJ4,0,10
3-CCfu740HE,30,40
3-Lvdqfmj2U,30,40
3-_QS346VWo,30,40
3-d24x3bPe0,23,33
3-idzbeLeDo,80,90
3-jVjp4fFa0,130,140
3-qJcZmDu4Q,20,30
304A20BjLRo,3,13
307uxeIpKMY,140,150
30ESEVQ4JM0,280,290
30MeepvvjDs,400,410
30UUl_YYwpk,30,40
30YIcfDJk30,90,100
30tNWUyJCog,140,150
30uJcLr3ttA,0,4
3118atGksP8,20,30
31BoAMcVMro,0,10
31DNFoW3NAw,30,40
31DsiHPUUAs,30,40
31iD2VPLMxQ,30,40
31yYAaxcuu4,30,40
3204TAJ9USI,30,40
32LzYwmzIVs,12,22
32V2zsK7GME,110,120
32iayLTRmxg,30,40
32whjVkHuZc,10,20
33-eUeA0csA,0,10
338iZ76huSQ,80,90
33Bn8jbv9_o,30,40
33LJ36nAozM,30,40
33U99DokD_U,30,40
33_enN0Bsfs,440,450
33qV3d3U0q4,20,30
33rwg7lF6cE,40,50
33uEeZcf-P0,20,30
33x56n8PJZA,580,590
33xTgZMTq54,60,70
34ZTxQaNfis,100,110
34fXnEXB6V0,30,40
3512ivmqzbo,30,40
35IrAas7waA,90,100
35MzLrAON3M,40,50
35VpoWXIk4A,210,220
35scjU1vIGw,70,80
35t2aAFoIW4,0,10
35u-ol6XKhY,30,40
360wgsaWldo,20,30
36BQNuC3SSo,70,80
36QdecdxUcQ,20,30
36QuroZ2u9o,90,100
36afHU7dS2I,30,40
36l2MBrBM6g,60,70
36wiH3sPukY,40,50
373NkzPCyp4,30,40
374R7te0ra0,30,40
37lH9wCrUsI,26,36
385OLsVRaAU,10,20
386I9SMtAGc,0,10
38GlRi84NJo,30,40
38OjpkpMB0Q,140,150
38PxHgf90Nk,30,40
38SEDnVJAH0,30,40
38d6TZm7vYw,550,560
391V6NBnd0U,30,40
39HgbFVtOqI,110,120
39LbhDdM7g4,130,140
39MksqVeLdY,390,400
39PRB26zZ6Q,22,32
39SDsEWcsLE,18,28
39hw3q5ylrY,80,90
39hxp7woiw8,80,90
39rxZU4iZdo,30,40
39xbPzVBLLI,180,190
3A1ma95jiJc,30,40
3AJWaMncNZA,30,40
3ATXaothhUI,30,40
3AYBZ2623dk,30,40
3Aj5d9_pxVk,51,61
3AmgP6KWcmI,60,70
3AwRBn9Jopo,350,360
3B-YYTbpFZE,30,40
3BSNrdzl-JI,0,10
3BSs5JNCc90,30,40
3BhZDtSW2yM,0,10
3BnmBsVoWmE,30,40
3Bqu2Y8RZq4,30,40
3Bys4rxP88Q,30,40
3C-5_z01Olc,30,40
3C2Eep8qnwQ,30,40
3C5qHj5WW1E,30,40
3C9O94Km4dk,0,10
3CHRBNz3-rI,70,80
3C_4UztZPCs,300,310
3ClGkzfArh8,180,190
3DB_hRL_MRA,0,5
3EHD41PVih4,240,250
3EOMe7CsL30,10,20
3ERj8It26dk,10,20
3EXXs3x4Ius,30,40
3EoAIB_OGjQ,30,40
3F-2tE7lywQ,30,40
3F5POA5nsAs,18,28
3FAIXEkxyBs,530,540
3FJFcgaa0oE,10,20
3FLt0ldJWAc,100,110
3FiHokuqbDQ,20,30
3FjZlRziyaw,60,70
3FkzbBjncD8,290,300
3GFPG1zxMTA,10,20
3GI2lANcVEY,290,300
3GMqiUz2tug,130,140
3GTf3krgbLc,20,30
3GipbHH-nV4,30,40
3Gjt5oUIvyc,210,220
3Gn3c9_Jdp8,30,40
3H2j5fLSY9o,10,20
3H4hqMl7A30,0,10
3HaqTs1_Exg,30,40
3Hgp61hK6HY,50,60
3HrktRouZOI,30,40
3HtfWSbmuAc,30,40
3IDT916yc_Q,530,540
3IE0_BP8CZ0,0,10
3IJDiioa338,0,10
3IWqNRbdksc,2,12
3IX3FxeKkQg,30,40
3IY2_fW2MrY,30,40
3IYd8cCmUkQ,60,70
3IaIfqq69nw,80,90
3J-z0UWvcSM,410,420
3JLEt6u9CwY,240,250
3JPyYTmVc0U,0,10
3JUfBqcy2gU,30,40
3JXlEMohh0o,90,100
3K4JqHLgq9I,10,20
3KDA61JD2sg,260,270
3KQy3Cajo4E,150,160
3KWSsnZSrq8,210,220
3K_80T1CtFY,3,13
3KdyWJ6wTOw,30,40
3Kjz1juM7BU,10,20
3L4V3ZJzw9M,30,40
3L8swdSZj5w,10,20
3L8t2sPTymY,30,40
3LbXgE3ODCI,330,340
3LgtHjcwPyE,60,70
3LwcQyvnnV4,30,40
3MC74V1HHOo,100,110
3Mpq2dLfxwc,30,40
3Mqpvn9WEhE,30,40
3N5JLFOKk6Y,30,40
3N6v1OCg44M,160,170
3NAqH9LYDyU,30,40
3NQ5rukF0bY,50,60
3Nn2XXUvLgs,30,40
3Nwsd439zmU,260,270
3Nzt343kCl4,30,40
3O7W7MH5HhY,150,160
3OF_E-cL9j4,30,40
3OLeJZF4oI0,290,300
3OT7_igbTpM,20,30
3OayXXRtdk4,70,80
